Gene_name,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth
Gene142,21370300.8,7999053.643,2915371.248,905504.7701,17331091.37,42256782.14,2494229.407,2378265.235,7628480.697,41611112.88,2248935.786,887237.4618,7503492.039,6205081.297,44320801.5,4483012.925,91747.06482,239826.659,320412.5135,370640.9156,429057.8005,148702.5549,120623.8577,60322.86404,688903.8816,271654.6481,139117.0663,58112.87582,1108636.292,2819578.614,34141.13893,8459.851861
Gene143,9052930364,5.81626E+11,17305138656,6.44152E+11,5186116994,79486217536,3.74971E+11,62810810152,1.29571E+11,82531441.23,11580891782,2238405683,49230100798,3.09711E+11,16098514032,1.25586E+11,1158500643,178681579.5,11058490112,361983697.1,1417709465,3096481054,1240266617,2669510418,460450449.4,2635407983,10353639602,1387866532,715016226.2,1512452804,533161171.7,6188409075
Gene144,4185423183,2573504485,511822640.1,331847184.2,448951046.5,1155294825,50873668.86,406863557.7,282584979.8,163151377.3,128279293.2,69532757.39,342427690.8,1188709204,165628689.1,892810496.5,1637481.864,1588016.961,155024608.4,1938808.506,15245686.91,4651132.237,2157702.358,8262892.205,7410322.831,69659658.86,228004.214,5079667.7,208493.9086,5652947.796,8156234.608,6610950.533
Gene145,44413.44044,1192859.36,780889.1304,3285769.9,45033.81418,51539.16988,823606.2673,729800.9093,41201.59553,100954.747,329946.4574,4194107.859,142207.1658,87508.40773,2633233.034,625450.4761,1827645.316,307210.7021,523064.2369,165789.8341,1508918.968,182671.4811,1279323.097,629397.3805,427703.2015,277206.9192,3237893.677,2006980.568,514357.0461,1755169.534,586673.6713,322564.1724
Gene146,16495019.92,63655358.52,160919120.1,78444182.97,19631288.77,141805274.6,76230909.68,16852590.55,36793405.17,45724237.69,30927751.88,16397100.05,44676763.97,33995167.57,978543.409,5570816.543,1003329.235,86469.88099,385433.5379,1184353.223,2836062.585,153064.2672,3574215.528,224060.9886,3086493.879,33071.98513,65682.89603,1077699.413,368488.2626,2511521.9,300656.0023,649463.1847
Gene147,24.31293978,42.10497362,63.32385872,119.6127622,39.23164076,33.55507262,47.3378268,59.51703254,98.03175561,227.0198202,81.95824407,44.19451746,99.15799347,77.53481065,117.4267111,24.5344562,2284.481379,3646.316518,4585.699305,862.5228188,1667.444688,701.2083998,4866.79022,2368.413123,3252.897309,5460.075974,1000.201342,5954.86168,2269.785463,21060.38084,5379.23012,5870.069212
Gene148,104477.4331,16539.66242,16556.56104,172880.5128,65582.31958,31726.99176,28237.00527,26908.16776,98743.284,58418.57152,74371.33475,67193.60674,93058.78213,24906.14724,101305.2027,22890.89356,93149.76862,1001779.105,368093.5228,78943.68351,21003.54354,109504.0045,114150.2054,115738.6045,34061.65353,63137.54392,180893.1606,31532.15934,117881.7803,75733.25882,111086.8544,6255.929293
Gene149,11496091841,613367412,674032799.4,14829067586,4294239701,139284181.9,8592347890,482711285.6,14149078192,5292868343,4441377195,3448602817,245764996.5,2944979503,1732095036,7239862104,190788680,9607789.331,60558688.21,251258754.8,1728701870,594408309.6,20372198.08,28251639.7,50403605.51,850598382.4,428696124.5,78220367.1,63275774.2,52632906.91,1127729839,70030690.38
Gene150,1473704.322,20403.56522,468657.7111,106711.6932,1246607.819,163182.6719,328530.6587,1557542.214,2970094.157,258198.4689,2293924.998,32779.55774,924418.7972,214251.8903,268580.0945,76408.43604,414051.8399,692544.0664,249809.4947,404882.5757,924843.4196,1058144.701,80742.46283,464633.8274,32156.0008,80535.61614,1207796.101,3111465.72,232574.8804,633842.0409,309774.3263,52190.7344
Gene151,64145.21055,49095.80049,211274.4156,330545.5711,43472.3927,759761.2042,427519.5114,3324829.098,319694.1155,982826.4565,440326.3672,1054272.289,425356.9888,596355.1963,316443.2418,279084.0143,9567.257698,7752.545868,24555.51598,14066.83592,7043.957086,4217.748913,5214.593062,8825.866084,3567.276648,25876.2147,11484.23666,7409.80669,16525.48558,14976.9598,2579.691516,6947.991189
Gene152,217866.7738,38361.93455,89351.66897,44438.23903,188732.2758,137985.105,8185.513441,219490.2821,117392.2391,399887.6467,189068.4004,150342.8625,71181.13677,91613.85411,33063.86024,139037.7465,17179.92,10040.51768,14452.71451,60588.93782,148695.4425,19800.45975,23014.24013,18759.82252,59023.40006,66997.56703,126957.9692,12082.56553,15225.88293,84708.55076,23328.00143,1044579.855
Gene153,890616159.1,204081324,4831563.472,551036.3102,3192400.935,37564561.8,20703894.51,25504357.73,44308912.49,3827194.518,4780760959,7526758.899,28961190.96,162815103.5,2702062.959,5531933.126,1441539469,98112063.34,32485333.44,57682189.85,24437858.5,24153508.02,300670350.3,19105849.41,15917748.23,30574437.39,57993504.13,21319649.3,370217095.6,11531522.39,1883373.829,4532559.403
Gene154,139912108.5,16365006.15,3027006.754,24822239.14,24931704.2,10719224.86,19493259.71,13299467.14,3795128.777,8515417.117,5712428.487,2322944.79,2667945.171,11207991.71,1972474.766,86659032.36,1708978.97,1227576.254,615731.3968,302774.136,121310.5408,93754.78688,3290526.312,677209.3971,160615.1615,726122.4068,2037993.556,36234.10246,511586.0699,297615.5326,8171461.955,2310805.242
Gene155,53.55822079,79.92206547,215.5935693,50.71004738,45.10440626,65.87639533,92.47129412,38.69055977,69.92200437,208.139857,62.63082832,85.61381168,70.38433521,105.6690771,55.09771699,34.11169113,3915.763271,4574.57128,2014.81969,11932.59575,1764.758567,2415.786037,1522.085598,1312.999106,3894.457985,1742.876626,12656.15735,6762.591886,4377.806655,2962.638806,6869.877769,4119.584534
Gene156,433.6964004,155.2767681,189.333212,787.2686242,288.1028893,672.7422524,1005.587399,336.0091953,505.7453951,808.2588736,596.944687,937.3067941,717.1938044,146.633942,465.2536325,107.4214276,595.8057872,269.1468274,251.3510169,1001.58351,793.3151444,162.1207285,227.295303,217.2454425,479.1087341,377.990448,265.9135008,261.2564578,478.783815,593.2758998,1252.792929,1034.926206
Gene157,335.2383323,167.4221187,908.370956,229.6243822,595.5977934,246.6209451,951.6473199,141.6455417,188.2504342,225.0356394,914.6593581,135.2611156,734.6075811,325.9212886,381.8690961,317.6398485,437.2327625,384.2248842,657.636537,443.4915643,237.4026336,922.9370868,611.1957121,628.8241731,405.949221,321.0036061,291.1141755,473.776434,623.8439775,661.6155844,371.303769,242.2564
Gene158,2778.822305,766.0357733,4157.869131,369.9815156,2500.852338,1109.866819,1390.288138,1042.043118,1046.333579,3003.529797,1183.727919,626.297214,1798.732377,722.8358523,713.2878074,2005.142932,1017.782463,1821.678717,2464.927689,862.1751829,633.8352106,269.0272932,2000.882865,272.1547259,347.175068,1100.414952,476.3660687,1301.372754,1693.194003,1382.635565,1263.710085,765.7368975
Gene159,39751.41678,3653.002332,5441.390702,16424.70482,39705.08187,12221.40785,20507.23213,15913.86041,28191.92784,36018.76689,26608.83255,10052.16179,41476.91407,44900.9591,83875.92173,24216.62283,22734.1021,22251.94294,4255.92238,57748.01674,60503.32734,30448.15838,16351.62122,8507.167479,30321.7496,5244.85653,51772.00017,22664.19936,9155.171813,10756.29198,12055.92598,45400.71155
Gene160,5525.156387,152498.2001,51785.10338,3359.186692,68004.83292,90667.19345,32674.84942,89685.39624,61584.58428,3941.448743,46852.32625,17232.17974,28271.86609,12919.33965,11569.7788,21880.55013,3168297.309,239745.3539,1506274.715,560633.0359,1882375.186,266023.5819,2496174.406,782807.8688,197277.591,1580935.755,836498.8296,240129.262,359763.1678,3773660.66,98354.26671,234951.4953
Gene161,57889.577,276484.3004,55455.29153,50532.9675,45450.24371,44984.19858,117596.2178,45074.41055,49570.7522,164629.0229,85284.67134,20548.30619,136365.8245,95476.87574,36415.64374,74579.0407,1751.821465,958.7772706,759.225936,533.4666352,1303.20257,1261.182947,1225.730034,240.2133975,4868.078272,646.2136145,1245.757136,884.5007179,920.0787335,2872.808629,2922.500316,3153.745185
Gene162,19597930.31,946622.8237,577461.5217,2997913.607,105909.7592,249737.7847,619540.0835,13248648.62,92563.73053,165892.6775,1851167.297,290507.1214,418638.9984,405864.4987,2374761.931,944592.4955,32043189.27,21610750.24,2135313.885,2731534.035,1296394.671,30455820.56,691946414.6,51553100.7,593296585.5,127513001.1,471876943,4378964.9,176103301.1,197765711.4,2022567.782,317930563.6
Gene163,2248016509,4065137990,7717476280,11662793350,3093599270,51307170957,5776759114,1.7622E+11,36038735323,910089866.1,2.6332E+11,1706057698,25869159848,5383468177,5.98726E+11,47871020568,121574503.9,2804294172,7725078.788,803985.3311,214717139.9,2299005847,111976222.6,7402463.69,247698319.8,53636654.97,86219612.16,247456580.6,824604510,1965388324,12843334.64,275554385.4
Gene164,262.8187667,463.8907723,284.3971661,51.38874969,209.4700484,124.7721968,167.1282773,103.7817923,223.3552597,87.89711847,69.72425218,538.964174,235.6257487,133.8195048,175.5411932,39.33348675,4148.01181,16424.30877,10149.46366,56357.75274,2666.412214,6038.348096,2313.578126,4915.876861,3251.274531,1319.053482,1156.951211,3274.178081,3661.991929,9776.717115,10335.78735,12421.20452
Gene165,76488060.53,30896845.64,1126190.56,33879645.79,2945309.047,779718.2851,4660059.196,5431311.145,10471524.54,3924212.148,2501808.542,2603608.705,386880.7121,28986916.61,733225.8282,2167727.773,11282427.52,25688879.5,56596309.51,3650665.785,1573187.552,16684437.21,12257031.85,9806556.943,52720189.72,572927.8805,523264.3689,7127122.041,1133210.663,2988514.373,51514334.82,1758058.567
Gene166,260720.4896,10359.50457,5259.04563,98873.00517,12324.65915,100176.0441,113911.0035,156972.4064,191101.638,797639.5552,516785.8411,48490.66961,5853913.634,35237.52376,26787.49876,308624.9311,5655652.263,4198384.346,1017314.428,19813996.39,4934310.269,8316618.513,2653105.917,19971468.5,1856647.13,402948.9823,6128240.124,8663496.878,10948020.82,4865319.98,1876272.571,18045178.22
Gene167,155878308,81480122.37,1977287246,9300009129,128148926.1,1070237217,81166678.6,11584457.89,7416557595,6608451321,5353942282,1549319353,85897936.84,78348786.44,1081088614,94576572,23825261350,278118026.2,140991239.6,308142433.4,1024332826,295152022.3,2597195843,310534624.8,9682881853,6070236427,5470145326,514441959.1,249727310.7,109960575.8,1241211118,183690697.6
Gene168,1736.87186,18059.89673,9788.672932,26481.35963,2814.041267,28066.91889,8374.141271,63023.79081,19669.68034,2810.710333,15199.56792,4829.538814,5002.682269,4914.401923,5002.838609,2220.136261,6356.042026,3045.118306,4645.166217,21966.05971,2420.65788,2100.452883,9813.884218,40551.95729,19431.25612,6219.954631,4032.939141,1123.753569,6893.878419,9854.662749,10779.85882,2313.963559
Gene169,47441374.58,61104624.04,62235568888,41716701,7457504199,6638840365,7522898459,152346830.6,47835719.69,54245295.98,72881666.34,304828118.1,576673072.7,1007392265,76910548.22,211111055.6,111157742.2,61956009.92,256663729.6,12168517383,8183895312,890730436.1,508365192.7,1137948976,119232238.7,8799604830,78116629.59,226573272,62699610.57,367872782.4,4426527.379,2639735838
Gene170,30249.92634,587.1373381,2379.124373,4146.587487,841.0642229,1197.350313,5929.17418,1094.587386,544.9597058,10059.96676,3139.973443,2161.161445,3918.876319,765.3655437,5596.123706,3038.783721,57592.36827,333538.4923,204588.3541,481505.0122,68429.81737,29441.27116,119100.5571,416703.2361,209766.9698,110824.3577,42095.69703,78885.22825,69383.4481,213854.442,214662.2776,706951.9793
Gene171,2736.619354,7503.59993,328886.5923,1700.984019,56933.90475,21720.78885,16664.3601,27124.24089,52067.66714,2185.973512,34502.84774,6348.708096,40880.25965,8982.755808,6122.557222,119009.0746,12930.42853,39180.93398,5747.416861,20768.09351,59934.39396,33461.81411,59865.79263,9229.26472,9136.44937,62473.90042,31369.71548,37893.83514,5283.740221,18254.37215,167953.7212,37698.62034
Gene172,100.0860893,229.9871104,346.1869504,1282.422949,566.7816343,401.2389089,1079.435906,360.5076938,258.6586912,420.0047834,539.1647556,199.5716577,607.8730335,349.1125946,255.6647213,1376.145482,1296.681694,255.2590922,563.1798322,1025.597253,512.820293,1133.24545,515.5341329,361.1713877,248.5943391,245.2622561,775.3929337,290.9761117,1149.559384,305.5697078,410.075474,142.7859939
Gene173,93918050.13,68244244.22,554133101.9,7831270.838,1186078623,231493311.3,232937079.6,12424568.33,29155216.46,111497867.3,293982545.1,802277481,490253129.2,107098684.5,67939981.01,7866084.793,25609999.22,2068987498,34315143.14,16417628167,2289837724,83428304.52,89131267.35,347383036.4,79873777.26,407161924.4,686039885.3,2.05207E+11,117383609,1085452418,1128300025,2884230.933
Gene174,37700.83148,184970.558,250848.3283,1044792.663,4610142.596,1196539.772,81592.73634,365609.6783,423438.3875,2628315.501,300716.4195,1028326.553,446717.3915,7221.437379,1630826.75,2049190.207,369392.7106,2780883.576,847822.5717,2350827.31,187952.4223,910700.0323,40161.47877,3778175.379,4605417.253,896819.2935,30291.98657,447633.9849,7748364.039,290200.1077,1125735.048,411174.4114
Gene175,10605.25912,15632.06993,14569.23564,33917.66121,10524.65218,24249.95193,18155.94825,22344.06934,22143.78427,21880.03212,39362.15942,18276.03357,32681.63516,17515.37749,16719.80426,18579.64757,377.1311873,973.4138521,368.4828355,299.6527009,310.2649267,1394.249907,770.8209883,674.8510358,814.1329791,1039.701888,331.7786128,515.1087742,492.8629239,437.6164878,460.354234,1206.79162
Gene176,751991.2825,1651256.251,1648751.755,4402810.541,1259440.929,328668.4291,3871943.691,362977.0878,3835311.869,1069343.776,3010347.981,13148253.17,4120472.398,1061852.963,2595322.157,1050726.692,23090.92044,4559.16189,21061.54424,9460.904499,44110.78746,1494.114979,16013.90924,15039.29098,9654.849351,36062.92633,220382.8723,5112.327343,7017.619184,13696.33539,7083.927636,23927.78668
Gene177,13393.43009,6979.431593,5343.27116,10295.15582,8964.5777,9213.669764,8884.442702,11028.23476,3780.979069,4217.257709,11306.80977,11084.59733,6658.52546,9700.316971,34023.15743,7519.791238,257.5256297,197.780239,178.3649723,118.2739559,92.35274131,182.1354284,120.5484717,428.1928896,113.2751063,290.6728963,130.6597206,140.7406892,303.3414143,193.2790432,159.5463757,232.3716063
Gene178,183554348.9,608113002.1,15208793662,660235657.8,392257017.7,124412851.8,3090095205,87024262.8,662782190.7,37120212.28,87973434.57,200818198.7,793763465.8,463262053.3,29496537644,660899616.2,14184459.48,5261866.198,3099314.956,17833544.08,3868535.665,276289.9499,581779.9632,106346406.6,2382045.437,9065925.533,10713188.26,22008753.29,1526833.22,44950324.6,22945130.2,2517513.459
Gene179,17566.21086,11229.15187,22511.07762,14342.51455,26373.89346,16126.71951,16650.89666,31529.00732,5200.898104,19661.73068,32342.43119,17778.13865,31546.19526,17541.59542,29527.66271,36932.62751,230.910731,431.9404904,574.6806229,331.5229244,441.2289787,811.6479573,232.1595363,921.7931221,339.3716952,266.3268207,206.3728455,659.8598594,287.1986734,590.7518507,357.4463105,564.6784155
Gene180,1322641651,3039099193,76287393634,6982870451,19735517072,3134998168,40164049181,2614177747,1382323955,1.58107E+11,29415124986,2516822468,30941418191,11750543968,2.13678E+12,11399128276,490331897,49442327.1,672398555.2,97311712.08,856948494.7,202419508.4,2686700802,7848435061,563929146.5,4849385458,229746798.1,49809201.1,19333595649,30149116.33,10595903631,68423772.08
Gene181,75586846197,35324896.24,4256679406,4701065703,179891169.3,2999847991,50591548515,1306784761,1566418689,2396405478,3046776620,10243343357,7720846990,492850381.2,74162964288,49007779.25,193985866.7,363240341,32784721.95,1831967458,15239641.88,1607384060,123402694,122601303.8,1099014760,499551997.8,39112437.82,95731423.6,68495781.41,63113740.68,221223079.1,121575094.8
Gene182,62705.62796,19867.29635,68097.79238,120664.4674,84714.19703,77374.49521,177339.74,34596.79279,397754.4498,100982.1504,66960.62408,142878.9693,120217.4628,77639.64296,51103.18647,33380.18683,14091.45067,14966.8532,18527.23058,85282.02441,6083.5706,7092.539622,325837.8176,121228.1569,28387.69966,23464.12261,209708.3163,124570.7902,138593.7921,42200.3646,466635.1826,113508.4869
Gene183,3618886373,182713585.8,36916996245,2387961376,53796833.33,94908465.9,1429036630,97340344.16,828153136.5,170479722.8,370163850.2,2394629482,166177607.3,58941837.18,77841689.57,222217843.2,13896624.12,364854.2518,1589696.434,5021850.512,75993939.91,5440636.843,40772251.75,6673980.013,838985.8789,1310869.073,487670.3647,5874091.217,651901.5074,9850803.379,2965419.673,19715011.3
Gene184,3141258.89,21737353.99,191959244.6,5793044.968,178883342.5,561489748,2177392.667,4825202.652,2753215.247,3116512.31,16698488.26,8132348.629,3939600.78,145285498.8,21764098.28,29026363.7,407265.6938,6378399.42,722666.3387,136285651.5,19316450.57,775217668,52643110,12816059.83,45416187.18,3825137.279,68173340.99,6470138.742,63628253.32,5001477.246,149086930.3,21553605.18
Gene185,442608.0584,1513223.468,1095011.289,336576.144,532046.58,314404.9694,314059.0177,308097.9601,982813.3146,350044.62,1083083.757,112776.4429,599648.3694,581601.5124,578053.0034,228816.1487,15861.5375,20667.25691,7079.126167,5932.872669,14809.01259,30052.90603,22186.22503,17999.04869,4939.524946,5470.960942,8054.839868,8961.619617,6194.394401,2504.267232,1697.234114,7979.666704
Gene186,3.180191566,2.183000739,1.691984857,3.411727383,1.957936479,7.197821936,5.014250913,3.468067785,2.745173188,3.668361602,2.292255214,3.440885303,3.463014365,0.803667745,1.337771996,2.131496404,135.4091807,104.612842,195.0727277,104.4904073,182.6413735,125.9538507,191.1585199,186.3503956,100.2888417,135.8196467,98.19782371,259.3073855,150.1986889,202.4695267,167.8431416,238.9351717
Gene187,868.7468883,1851.697109,767.3987376,1008.759001,1939.404082,1973.740847,427.9176067,865.1772487,209.6634794,403.1719806,1018.483114,1333.749683,590.5746104,1162.336671,1453.947301,1293.807814,4772.207172,2073.020072,726.3534311,699.7640315,3262.501367,3566.431174,863.5157338,364.0305413,765.5345993,2049.792348,1882.494864,1049.884852,918.197414,1788.567164,2262.296515,611.4699413
Gene188,25439268.35,27890035.38,684032.2709,713840.8029,115698937.5,3933562.932,10113061.46,26519333.31,1152696.308,13494208.98,59713493.58,1729604.882,244116.2739,2814217.466,20538986.03,10022501.73,110181017.9,74878414.65,268807.8953,3970573.047,2933213.203,2911396.361,5476823.435,15903482.04,3057843.382,7596295.099,1484445.375,748539.5765,1413562.054,2844524.603,1061619.393,22718594.63
Gene189,11371.82738,12253.04175,26645.70212,23276.5464,20603.4144,32415.8029,13445.76457,8721.613608,34269.69964,12521.08712,10275.42299,11247.85527,11106.80869,19162.91171,12016.83068,15633.50937,246.3586774,479.6189059,269.5132156,464.1599381,402.3108919,206.047045,450.1997759,235.8558892,591.8183918,946.011738,220.5993471,545.7906867,674.5492178,434.0329556,744.6861548,234.2234236
Gene190,83073799.31,2353269651,40897591.13,239450792.2,409341568.8,140881752.5,1780129557,1528651008,5357207257,537232926.5,231543747.6,172436004.8,1291161035,474553451.9,3869809099,647864068.2,10250063.13,6868344.919,7899253.863,3586294.33,6614677.334,6815230.894,33119403.67,29397605.38,75923560.76,31652999.41,247981458.3,16233432.98,18152288.52,1178618.435,252666.9422,1825732.101
Gene191,208.8681645,370.400734,214.119961,95.94578695,252.7890056,180.260454,81.18629239,220.4538825,140.6369466,192.7527382,164.7591616,203.0022859,342.0797455,111.0601782,178.9779008,135.0353343,398.6813241,429.6863868,128.8413287,258.9736737,82.53734044,231.4942343,184.8345384,125.1387638,129.9285822,304.7678499,198.7458726,152.3348039,295.6358398,362.4813432,233.3225978,128.0283009
Gene192,1034.49066,949.1544709,1142.958867,2655.754834,826.014918,371.6530057,595.1884437,769.0185916,956.7294187,1083.899619,1090.848885,915.0927837,2501.098186,7823.078752,718.6550342,4201.615689,596.1055454,879.3874301,523.8910065,754.7469866,459.7149036,799.9871511,3043.841758,1866.893565,2741.395026,2051.917978,1608.251405,907.3237046,409.9346199,2048.811742,741.6464073,1792.505924
Gene193,6623.734976,9850.11133,12366.47323,6261.805317,1419.392375,7950.946311,12835.21225,6699.616511,3465.621138,16731.97284,18309.25091,3674.211133,17105.15175,3207.260814,2972.786007,11004.61432,8250.123898,9213.557066,6176.819723,6710.766948,20159.84136,5688.909313,6571.410718,14041.02978,8641.443525,2514.407837,12301.77929,1750.430409,7064.344532,4415.515739,14407.23724,5023.793133
Gene194,3373037424,19850042557,8984712642,1.99001E+11,390110340.1,2730573412,2037297194,47629213562,23468999571,1.23086E+12,1.42172E+12,2.78286E+11,6482445100,81505908182,9779251845,9.65744E+11,29430180.78,467132070.9,1433268715,80422810.98,4191187290,327759296.2,29931578.16,18414233.53,6190685.678,1141811883,741843379.4,22855913.66,18298353328,1344388259,133171659.1,924620757.4
Gene195,1205461.723,590471.7496,3195938.614,1216749.181,4213784.62,9164762.821,1520104.495,2069295.284,6922025.938,1596857.353,5022663.5,7728936.741,3932122.562,1062319.445,14206076.46,1193276.628,103988.2818,75442.95017,5925.258942,79729.59572,22386.13782,12355.04736,52200.96806,42704.56069,121019.869,79203.46142,65987.57047,16628.57163,114123.6677,132869.1352,26074.21911,152478.7579
Gene196,257132.7508,1439748.915,2980226.466,349217.815,393926.0963,990091.2024,118141.7274,900823.2712,285515.7879,440088.0214,433387.5745,292830.2645,121094.4744,987030.0147,1152800.44,444801.2204,6069.898489,47105.69216,37328.15404,14841.52326,5316.55205,4175.339914,3006.599392,2198.06759,5484.531581,5453.06986,9401.855578,12685.5386,16180.30874,13981.46447,11548.33479,10795.83256
Gene197,3.496274304,1.338738165,1.312803912,4.952505428,2.039617305,5.065351304,1.855716264,1.768233301,1.715733045,4.73227084,1.537699671,2.390449357,2.276837075,4.532681705,7.894764849,2.004586512,209.6642813,85.74416151,201.0796547,97.59521033,132.2680136,130.4936561,138.175407,122.6620633,68.00152928,118.0125397,89.13417988,144.894897,107.7249312,197.7852086,113.0439369,284.0897341
Gene198,70687234.05,45497868.55,24833686.32,35818429.15,83143624.48,97801367.99,15683399.59,29511158.71,9919323.594,9888842.314,9412500.189,24383423.11,2098540.068,40540701.41,56426244.41,1033273.991,225314.9902,14802.77241,38710.14048,140865.237,27190.1572,548480.6132,302167.5223,115152.926,1179240.432,26156.91387,127197.8565,83480.64987,190136.4219,210882.1873,168201.8741,24919.26188
Gene199,3070011.659,161587670.3,470882058.8,12582394.69,9056279.854,76477108.64,132955235.4,51635910.83,14787107.6,932248461.8,92137211.59,27910695.56,244763329.8,174201932.6,25185438.23,254074812.8,7485978.361,28099354.59,112692.5025,1420974.31,1646484.439,561887.0251,195705.4597,4219403.505,525056.6759,234606.4539,216420.9433,12384200.96,843242.3275,4436834.467,3092370.987,197958.0322
Gene200,33621533710,3446896577,5204043705,57648652746,1726798728,6.1839E+11,3.88494E+11,3.98647E+11,6336846211,1.59504E+12,6339636372,2.43626E+11,50700931107,2.39663E+12,13343020875,41044306402,287431267.6,775615173.5,4561164857,1700902533,1650749158,2192490291,12877679601,921973854.1,969462221.8,1783505416,1312366562,20531451250,19760610.12,2026959470,15682299.99,612204384.4
Gene201,47299353.42,63946133.68,303994181.9,547007494.4,9262895.534,15765465.09,12501113.64,11889388.95,20572473.24,26351544.94,279850763.7,19231889.38,2597367.478,69129989.56,76845295.51,11693125.86,6201091.344,138087.931,269983.6303,166265.7124,529201.3955,830864.566,62994.36706,45164.39455,189460.9329,392393.4551,1152719.839,273961.661,772351.399,2308778.809,153062.179,163850.5528
Gene202,99798.05974,47034.45011,56115.35258,656497.099,60217.72024,44719.4036,95342.53767,17780.54647,45510.41264,72662.78918,37989.48838,63973.82518,23735.66867,61679.78122,184283.6772,18076.01646,3139.607786,393.2442548,912.4985053,1476.406272,672.2019546,295.4718227,434.6992166,334.9723178,209.8495577,491.1959561,853.1526683,452.0593721,1157.214533,608.4167771,588.7203224,656.7213591
Gene203,5238.384982,10896.06271,15028.59349,9706.340955,2444.267318,31812.11782,1234.325615,20204.37628,24198.08997,7076.913741,24924.7258,17068.1934,1318.142965,1675.383441,1660.112003,2352.08806,6897.229757,32244.53326,14050.27261,5540.560805,28155.76158,3239.870392,13111.05306,1478.99988,2132.740594,8673.816214,24262.28817,3451.780206,1866.095651,22212.19296,64111.97647,6522.92257
Gene204,447.7676164,115.1752833,790.9386283,134.9720161,358.8394632,369.7895213,321.5020918,1012.580927,158.2406661,359.6960594,191.6734803,415.3497362,174.9100495,396.7089528,300.3015022,342.5628188,977.9307591,308.4484665,391.1637529,1044.779509,510.7295518,280.8129419,658.0971771,298.6776626,519.0146988,725.8875535,390.5256651,656.4621796,251.2911714,775.9251385,709.3825716,214.9861854
Gene205,2.879191539,1.820236294,2.004278008,4.415401663,1.864281517,3.537974633,4.306646726,3.414037786,1.738675198,2.272654073,2.310450381,2.474151552,2.861473829,4.203339705,1.449760413,3.117322248,167.3274111,114.4378486,290.7466789,86.50477518,223.3453317,132.7171535,126.1649853,464.208983,129.749979,121.447028,133.6210618,165.6294294,157.4250232,168.409834,144.2534843,84.58591162
Gene206,25654490.41,23024111.21,141455.4307,2927362.621,1687218.843,377561.398,5190579.263,1436119.013,112433064,2755453.877,1871760.105,600647.6602,17419959.8,37114278.1,392942.4018,7555188.85,124485573.1,183365232.2,339212543.8,55483153.43,28672597.54,500539588.6,165422210.5,5625513274,2613379615,33432070.33,66405986.99,223313880.4,31101992.32,34170743.48,104870206.3,39269742.71
Gene207,8550447041,4728699787,2.00418E+11,31861415697,24729637042,6563870711,21198965492,72336660752,87664802682,1486536350,11641778889,8932198282,15975775272,35038925318,2348807505,7661929029,391442801.4,403976985.4,1232198839,106949114.6,1702470625,131414874.4,32966026.83,569561032,25802142.43,172744986.2,3619306.254,353232186.9,1737388017,113218226.7,125024455.5,378290018.7
Gene208,15308915.41,4089606.627,898839.1239,48772161.35,4575586.344,3635449.134,25274152.51,7354991.915,3506687.31,16269202.09,31549119.15,837194.7337,80228.98731,1600769.475,783720.5481,4237643.909,2848066.668,16006822.95,5120866.935,2339831.805,1014732.285,2206159.359,3053242.404,374862.5493,7710904.693,24919277.02,278697.5923,2586045.126,59910879.32,247460.3258,7448545.959,8032134.825
Gene209,27555616.16,16524852.01,15475540.41,15227484.74,120435579.6,800312.4461,3572707.827,12917498.79,317568.1176,3961352.062,3035460.552,1687285.205,601102.1072,16919110.06,17559604.5,24021836.01,170684405.6,515413019.4,97654936.85,5609608369,525664330.9,1104033394,226238816.6,6265927.679,2198930338,28563725.48,267389529.2,273550521,315422001.2,599896734.5,1140708467,110874153.7
Gene210,11831571.87,10635488.2,33446111.1,13858588.26,5915960.229,146057021.9,2759807.033,10558956.29,56200770.99,74452182.9,5947689.103,36437879.93,19337527.62,104827087.1,4911323.688,44982987.72,294629.9065,49138.69578,118145.3753,887831.9065,498971.1993,328532.8567,1014074.806,36529.3589,825809.6327,533548.9704,3263631.815,964209.965,1498944.135,414694.0382,163566.1199,164329.8323
Gene211,1948.747972,729.621754,3597.473771,1571.53991,765.1205851,3018.721022,11874.54157,10211.86818,20014.29613,14485.50209,4114.255667,575.6570189,2315.375218,85.18421718,1505.331252,3124.856854,123186.1194,693680.0969,247637.9068,99441.29662,440490.9319,426424.4551,388397.628,55082.15666,1068009.985,355129.6519,108686.8077,356148.0295,10968.38886,89328.25737,198125.9973,695929.7702
Gene212,71718.10584,9106.570442,253593.8684,14117.44273,10601.03232,17735.35186,20653.4056,6983.940591,37184.8146,8161.512259,21419.72522,33239.14582,52732.89001,97112.62168,39116.67603,88099.81286,9960.941796,13077.68938,40285.01168,22678.18493,9880.719259,8416.262755,7000.969012,3612.577048,7122.368853,18819.59297,66387.27174,84256.21813,55855.95521,16938.05933,177478.2591,61243.35245
