Gene name	1-Control7D-1	12-Control14D-4	13-Bleo14D-1	15-Bleo14D-3	16-Bleo14D-4	17-Bleo14D-5	18-Bleo14D-6	22-Control21D-6	11-Control14D-3	32-Control28D-8
Megf6	2946.51996	2759.190035	1151.66049	1234.9345	1242.3315	1674.0023	2429.13616	3053.0018	2797.5921	2772.260876
Megf8	2626.22	2680.36	2533.75	2938.56	2353.44	2735.14	3046.73	2569.79	2605.59	2389.88
Megf9	962.919	1084.05	741.453	1139.1	920.583	1051.26	1220.24	1160.46	997.431	1085.85
Mei1	0	0	3	0	0	1	2	1	0	0
Mei4	6.95693	14.7058	4.30776	6.65206	7.12947	5.67084	9.07357	16.9397	12.7862	12.1964
Meig1	64.00002	52.000009	36.99999	34.99996	52.99996	41.00001	74.99997	67.99995	59.99998	62
Meikin	1	0	1	0	0	0	0	0	0	0
Meiob	0	1	1	1	5	0	1	1	5	2
Meioc	2	4	4	6	3	2.19354	7	10	10.9482	4
Meiosin	0	1	4	1.76183	2.73096	2	0	2	1	3
Meis1	1471.6797	1368.329	862.0912	736.0954	688.4693	746.3412	910.9267	1545.295	1235.081	1423.373
Meis2	760.9723	652.822	435.6372	500.7306	418.03068	464.7435	508.6188	744.88568	746.0803	564.4582
Meis3	86.02688	85.4535	128.751	208.5264	166.1874	137.2344	155.0628	49.2051	99.57024	86.19785
Melk	23.999989	45	198	185	125	131	233	44	43	46
Meltf	0	0	6	5	4	5	8	0	0	0
Memo1	273.9696	287.5196	538.3088	770.9331	455.1415	431.1163	617.2531	392.6981	421.0303	301.6101
Men1	960.374709	1071.98383	988.19338	758.7501582	828.0305458	865.45291	1100.760301	1059.31988	914.696916	1128.72472
Meox1	363	352	304	279	287	347	402	377	369	311
Meox2	440	475	536	426	510	432	507	477	437	513
Mep1a	1	0	1.00000001	3.000000014	0	0	1	3	0	3
Mep1b	5	5	8	12	1	2	9	6	1	6
Mepce	1564.9995	1440.4127	1096.99547	1069.15121	830.7482	1029.9997	1267.0038	1543.002	1335.9551	1371.0636
Mepe	0	0	1	5	1	0	0	0	0	0
Mertk	1228.64	1202.14	1575.19	2228.78	1587.42	1987.77	1699.07	1268.68	1156.13	1337.88
Mesd	1208.3323	1303.1899	1246.1911	1377.1347	1080.759	1180.1445	1370.4188	1316.5728	1194.6364	1352.473
Mesp1	56	55	13	6	7	17	22	59	71	75
Mesp2	45	61	14	10.0156	15.3097	12	35	47.5338	50.1799	59.6007
Mest	186.26622	255.1317	612.3766	700.4645	678.10344	884.28556	925.6393	193.65007	257.59761	168.6783
Met	845.00019	918.00006	490.00029	544.76637	508.99987	578.00048	833.00016	980.72553	853.99963	871.8285
Metap1	731.2137	764.1664	944.70352	1096.8975	830.1124	811.63334	924.1954	853.85153	705.0738	703.5921
Metap1d	68.9635	73.1635	96.5454	78.3237	77.5195	69.7616	83.7701	76.7336	81.919	62.2431
Metap2	2170.6463	2220.107	2914.42256	3257.79474	2516.5991	2530.08357	2819.576	2412.04216	2148.60814	2301.14634
Methig1	2.00137	2.00401	1.00202	3.00334	0	0	1.71427	3.27178	0	0
Metrn	173.5278	146.80368	188.05755	307.69726	161.13956	184.74369	190.80658	171.54019	130.93348	157.30769
Metrnl	303	276	710.0001	555.00006	507.99985	573.99959	499.00047	295	245	414.00022
Mettl1	154.2876	116.2668	187.7417	179.0979	141.9194	158.02913	157.24466	163.27024	107.948	174.301
Mettl11b	0	0	0	0	4	0	1	0	0	1
Mettl14	579.0262	537.1768	518.5066	526.3522	505.38651	464.7776	644.8736	562.3064	537.7721	598.3804
Mettl15	53.443	81.4549	64.14565	91.49284	52.53506	80.0715	94.56204	65.024	67	86.2323
Mettl16	565.65	537.66885	486.785	422.035	441.407	453.523	639.533	647.32498	560.178	558.22
Mettl17	150.16721	105.7373	93.691	77.1614	67.48097	102.6805	121.7598	163.7403	134.083	144.0524
Mettl18	58	65	51	86	45	49	63	69	60	70
Mettl2	177.383	169.498	146.419	181.072	146.846	166.911	199.485	203.967	164.213	167.559
Mettl21a	219.6874	259.8882	282.9148	310.8688	281.1134	265.6047	260.7053	259.6124	236.5253	254.0353
Mettl21c	0	3.32185	0	0	0	1	1	0	0	0
Mettl21e	50.0094	29.8456	87.3052	155.241	100.456	81.9984	83.4163	41.1437	24.1527	32.9517
Mettl22	106.2901	109.91249	111.39068	133.96948	100.63477	105.92979	97.78461	114.26266	79.4977	113.97483
Mettl23	187.122	207.496	156.248	141.15462	136.85	146.40965	184.48487	186.64159	194.95	208.059
Mettl24	312	250	105	126	133	142	175	321	293	290
Mettl25	106.962	127.513	95.2374	115.975	78.6878	101.986	115.792	125.535	104.369	106.978
Mettl26	306.2329	274.0395	198.891314	143.5537	188.9249	205.473482	248.2074	280.55204	283.24308	348.901
Mettl27	202.05285	208.64429	221.232183	298.9093	207.06637	226.17582	244.8319006	201.25099	216.3102	194.82367
Mettl3	521.15	395.9	379.098	260.20751	288.01791	356.362	532.77114	491.96211	387.331	537.892
Mettl4	291.3036	314.72792	221.6396	249.0993	248.7183	267.7587	367.5595	329.2156	284.9981	301.6944
Mettl5	95.8884	96.203	107.555	126.192	89.0777	95.4777	132.341	70.764	112.734	117.787
Mettl6	463.64052	481.956	547.7491	637.2465	539.3976	480.09229	489.6156	498.28508	508.76386	476.6902
Mettl7a1	16341.64224	16732.0274	3604.4267	3228.99585	4120.6349	5558.61394	7105.02376	16675.0066	14251.44487	15548.13662
Mettl7a2	0	0	4.04763	0	0	3.09511	0	2.36316	0	0
Mettl7a3	31.1275	27.0245	3.38769	17.5779	7.17311	7.48381	12.9273	25.1193	27.2387	19.8783
Mettl7b	2	0	4	1	0	1	3	2	0	1
Mettl8	184.18552	171.78318	177.36787	164.3817	159.20206	192.08111	193.96458	174.33342	202.02959	195.88437
Mettl9	1060.48968	1082.29603	1417.38	1730.21429	1285.25197	1167.83	1353.13	1213.22842	1069.6	1133.95
Mex3a	85.2918	78.8112	193.345	255.778	188.556	218.93	225.835	128.183	102.253	65.6414
Mex3b	234	206	231	303	265	257	352	243	221	183
Mex3c	1024	1058	1226	1639	1140	1131	1256	1116	1148	985
Mex3d	688	666.9996	610.00001	710.9997	628	618.9998	752.9996	766.0002	621.0005	565.99979
Mfap1a	1149.71	1159.39	969.329	1301.13	989.678	992.337	1124.09	1328.19	1211.68	1327.47
Mfap1b	1755.14	1795.06	1453.67	1248.53	1149.28	1358.44	1704.67	1830.09	1651.03	1785.68
Mfap2	772.4206	671.1648	904.729	948.9552	769.827	1214.6196	1179.93	765.6455	763.8672	873.632
Mfap3	781.78693	777.771	1149.765	1321.28062	1049.257	1131.409	1178.2912	785.949	775.75	871.09
Mfap3l	379.871	383.06002	298.801	329.9998	386.57202	441.73151	499.614	463.31988	424.55437	424.99592
Mfap4	8833.937	9305.474	12260.452	7626.934	13666.28	13872.993	22842.31	10007.724	10165.89	11165.136
Mfap5	718.81131	755.6414	1934.66606	1928.52043	1822.242	2502.57799	2799.8225	903.0604	1073.08627	756.40348
Mff	1149.1824	1158.32539	1166.61736	1422.19144	1013.71171	1024.58548	1083.5979	1317.7091	1118.71105	1178.56179
Mfge8	6592.87	6763.54	7384.05	9053.25	7522.05	8400.64	7545.85	7015.97	6068.4	6905.78
Mfhas1	1217.38	1334.64	1187.4613	1229.28	1033.19	1145.7541	1191.26	1409.1635	1207.33	1405.63
Mfn1	1256.16786	1210.6866	1282.7884	1696.2432	1208.392762	1304.72093	1285.533907	1409.9768	1155.49973	1325.77981
Mfn2	2180.66853	2147.99794	2119.0023	2210.01293	1812.00333	2052.00489	2299.58329	2352.0003	2135.00407	2240.99724
Mfng	800.861	829.827	486.601	380.321	449.903	565.773	725.852	874.325	757.827	875.069
Mfrp	20.566803	14.67400005	42.95825	35.45180185	43.58246879	23.4697	34.8158	24.84329	14.88181	17.56300008
Mfsd1	1672.21	1871.86	2604.41	2888.97	2345.74	2288.81	2563.87	1809.9	1757.82	1849.45
Mfsd10	533.59003	622.25373	869.84974	929.32662	712.06254	741.05362	760.8585	606.3561	522.5136	593.6422
Mfsd11	363.02	414.27099	630.4564	473.8046	427.19239	518.039	556.3741	463.65	405.9206	434.602
Mfsd12	812.999	870.36	1550.83	1035.97	1186.61	1582.74	1627.55	821.944	948.489	970.41
Mfsd13a	124.6113	172.3771	189.5274	191.9062	155.4817	261.1237	215.3185	176.1064	176.87007	182.042
Mfsd13b	4	9	5	5	10	9	9	3.000005	3	4
Mfsd14a	1295.36	1306.72	1253.47	1509.3	1177.67	1202.02	1470.65	1392.14	1239.47	1401.77
Mfsd14b	1587.76679	1609.3214	1646.99	1944.046	1527.1372	1636.090073	1953.44	1712.968	1582.3859	1721.393
Mfsd2a	170.00031	152.00039	127.66625	181.87973	98	118.00017	159.34379	209.421	138.116	138.92405
Mfsd2b	80.03903	49.5733	53.3251	106.0722	57.8214	78.0983	59.51601	50.12018	37.428943	61.7316
Mfsd3	73.3944	69.7154	99.6068	116	98	113.957	107.385	88	66.4602	70.4339
Mfsd4a	255.43355	306.42817	408.6359	458.67212	432.18096	304.5787	482.73478	315.25644	377.89178	344.95035
Mfsd4b1	40.7414	20.2249	54.3202	61.9825	56.3837	37.5522	30	52.8482	32.9316	31.3788
Mfsd4b4	163.8991	164.0003	247.1676	329	205.917	242.894	209.5751	135.8511	143.96	145.797
Mfsd4b5	29.25097	23.87293	17.20227	15.1744	15.44079	16.29526	14.54764	27.52685	22.2387	26.63666
Mfsd5	1069	1056	1380	1465	1216	1204	1316	1099	931	1173
Mfsd6	1322.87245	1608.46104	1063.8922	1112.699	1090.6154	1092.2581	1503.1663	1665.07543	1506.76893	1610.83921
Mfsd6l	74	64	76	108	55	82	63	82	62	84
Mfsd7a	81.907	54.3441	154.266	83.7161	86.8046	122.052	90.9396	100.944	65.4787	114.739
Mfsd8	262	317.277	227.937	312.174	284.68735	224.738	256.144	346.932	285.237	274.758
Mfsd9	98	90.3796	101.768	153.272	136.724	117.363	139.408	99.5588	39.0866	114.8
Mga	878.6575001	893.2836429	881.13325	1109.085501	873.115	842.3320634	960.2742784	1059.039396	909.4751	957.8375
Mgam	11.99999	13.52111	14	3	11.0000076	5	17	24	16	41.50157
Mgam2-ps	0	0	0	0	0	0	2	0	0	0
Mgarp	2	0	4.000000584	5.57516	5.000000448	1.000000055	4.000000068	0	0	0
Mgat1	3439.75	3298.0815	3267.4192	3053.4944	2931.3829	3323.251	3745.0608	3646.9962	3363.5485	3531.3626
Mgat2	1287	1279	1975	1963	1576	1530	1795	1270	1180	1347
Mgat3	999	1014	722	697	727	729	926	1146	919	1068
Mgat4a	407.39716	325.90257	927.0002	1144.9748	822.17985	916.48297	758.87087	332.258	390.2691	395.26133
Mgat4b	1473.30854	1602.88207	2188.46635	2429.01684	1908.9989	2008.83048	2157.34	1462.61	1500.01	1477.32237
Mgat4c	5	2	2	7	3	3.75694	2	2	5	1
Mgat4d	0	0	0	0	0	0	0	0	0	0
Mgat4e	0	0	0	0	0	0	0	0	0	0
Mgat4f	0	0	0	2	0	1	0	0	0	0
Mgat5	832.69	949.092	1265.94	1247.67	1098.62	1267.24	1396.45	1012.77	855.623	942.444
Mgat5b	10.1214	10.464672	12.362	18.99999	15.7354	13.5448664	11.8563	18.91435	7.000002	15
Mgl2	432.7591	388.8263	862.7878	340.9831	801.5854	734.3702	979.6631	431.6887	490.1807	513.3372
Mgll	2566.749533	2776.32099	3149.671201	4165.0127	2494.585119	2717.63834	2415.36005	2912.493885	2201.218506	2821.64894
Mgme1	193	198.081	197.1212	143.0001	170	174	233.0619	239.00026	227.23888	229
Mgmt	41	50.0874	114	68	86	83.4931	74.0399	60.1025	41.0745	41.0789
Mgp	11070.9	10073.9	35076.8	57571.4	36714.4	37614.3	29354.7	11213	12709.3	11836.1
Mgrn1	2519.268	2635.619	2560.006	2911.475	2228.242	2433.525	2718.28	2678.832	2362.554	2592.72
Mgst1	3535.99808	3915.000331	2555.00049	3100.00078	2845.00148	2582.00101	2888.00426	3779.99617	4087.00086	3779.9968
Mgst2	80.54329	70.0524	64.38214	75.69166	36.0218	77.18618	67.56832	83.57377	88.49073	77.11739
Mgst3	474	486	509	619	508	510	505	509	423	561
Mia	18.8414	33.0000003	14	8.000000054	13.2386	22.4747	25.5446	23.198	22	14.8329
Mia2	1554.1184	1765.9562	2094.713	2484.5812	1880.0435	1692.1436	1988.01859	1785.658	1583.6469	1919.8587
Mia3	1966.8422	2157.4061	3060.938	3520.659	2964.449	3005.893	2989.998	2635.6524	2160.686	2547.6144
Mib1	1779.0045	1679.1766	1913.9985	2457.137	1825.0538	1807.4485	2080.0022	1898.79776	1616.00038	1712.0012
Mib2	1003.45	942.365	591.4334	433.3278	521.1084	719.436	821.346	1034.723	928.946	978.709
Mical1	1020.92408	1232.95646	1723.95449	1872.6208	1385.900084	1412.05	1583.19695	1165.50621	1050.106053	1474.8808
Mical2	4057.03457	4201.47287	4102.79268	5220.97363	3497.096567	4062.69763	4682.573765	4733.0174	4001.8651	4448.67394
Mical3	1083.95157	880.3356229	1121.67526	1234.40153	1359.929069	1311.32866	1495.622884	1033.23894	1006.18393	1012.594593
Micall1	1910.63	1927.36	2740.18	3265.34	2210.48	2525.98	2547.1	2128.88	2007.25	2035.78
Micall2	197.1204	159.9688	223.0004	274.5369	252.536	250.0226	254.852	179.9997	172.6548	178.065
Micos10	974.022	1014.43	1224.92	1186.05	1037.09	1059.96	1188.5	1134.42	912.332	1093.39
Micos13	527.083	478.895	670.489	747.246	627.802	662.551	702.24	530	460.662	593.252
Micu1	1718.591	1823.26142	1555.63172	1797.113	1489.19171	1655.2399	2005.895	1850.6342	1703.813	1739.47676
Micu2	1124.71	1241.99	1503.29	1748.32	1405.59	1475.44	1528.8	1359.09	1189.23	1207.89
Micu3	187.0002	218.0001	201.9295	308.9996	199.0003	202.9997	201.8701	232.988	209.9996	198.0003
Mid1	1373.7779	1582.42515	1700.94136	1355.4919	1628.99977	1749.85201	1633.3375	1990.8437	1345.60779	1459.7399
Mid1ip1	5050.009	5082.0013	2231.998	2325.0026	2265.0037	2791.0012	3351.9955	4988.995	4170.9999	4677.002
Mid2	1212.9561	1268.00045	794.94577	1230.393	945.90885	891.94534	1151.30468	1274.15145	1264.98665	1089.94612
Mideas	2562.12	2521.45	2260.01	2299.67	2056.04	2104.227	2592.61	2568.989	2248.112	2728.4
Midn	3636.9522	3251.2355	3895.42141	3718.7821	2992.6336	3607.99395	4001.4792	3410.85349	3170.3463	3430.1157
Mief1	450.28805	374.46848	461.69262	556.6409	407.981	413.96117	441.5872	496.6737	467.9514	552.936
Mief2	273.053	285.847	260.591	282.772	230.219	265.503	330.686	307.736	237.967	306.671
Mien1	471	439	375	325	375	445	506	468	445	504
Mier1	1538.9049	1556.1959	1656.8886	2006.584	1534.936947	1399.702457	1736.345006	1880.1242	1661.954	1708.9405
Mier2	373.4794	408.44638	526.79303	444.91716	325.93579	335.17418	436.87097	373.675158	344.70468	340.47654
Mier3	386.57002	129.6234	424.3533002	625.843845	368.9257	374.80748	483.64347	471.07773	437.735	421.624
Mif	336.409	278.329	718.652	663.69	502.642	424.223	457.938	361.783	297.764	332.441
Mif4gd	774.973	758.5597	748.6726	800.9393	653.83188	633.6708	737.58577	833.6999	756.3934	712.1567
Miga1	678.64678	737.157	908.42928	1180.32141	842.55215	784.324	1003.3522	772.724	756.711	879.34336
Miga2	676.02121	718.88787	600.31866	560.60569	521.89592	555.68444	682.3271	771.95567	708.56488	751.96082
Miip	116.8321	146.9004	242.15934	246.4693	168.166	162.9577	170.25966	113.5366	87.374	149.215
Mill1	0	0	0	0	0	0	0	0	0	0
Mill2	379.9350339	406.4382338	132.97321	157.78885	183.3735683	207.1745	211.1506	500.5065011	363.7238	401.3744002
Milr1	67.84806	69.02892	191.58731	153.1452	150.02349	119.3598	138.9678	87.3082	77.201484	125.33877
Minar1	1.61671	2.03233	2.01292	8.05273	11.0743	8.16716	7.00703	5.16498	3.0262	7.05152
Minar2	25.9017	10.4428	16.99999	22.8086	17	20	13.39756	17.035011	26.21752	7.260726
Mindy1	1114.6006	1317.18476	1339.914	1357.7778	1049.8869	1163.0807	1444.8355	1270.2351	1165.050601	1358.3308
Mindy2	1144.00051	1260.87	1035	1788.7829	1159.9	1342.04	1379.07	1378.11648	1253.12653	1329.50758
Mindy3	408.28427	383.63884	560.17398	865.31597	425.49307	406.63205	619.08066	534.70132	349.52888	475.68486
Mindy4	237.7069	251.3411	216.7903	279.419	210.8095	222.5577	224.809	229.7007	209.192	226.8038
Mindy4b-ps	0	0	0	0	0	0	0	0	0	0
Mink1	5130.5764	5398.9747	4654.5211	4583.8129	4437.8664	4556.3469	5445.3227	5531.5685	5006.4127	5506.4923
Minpp1	519.12	573.213	763.34	814.242	626	674.909	785.529	676	563	660
Mios	389.427	427.376	457.284	730.136	476.918	435.208	486.221	406.407	381.905	377.099
Miox	0	0	0	1	0	0	1	0	0	0
Mip	1	1	2	4	1	2	0	7	6	0
Mipep	368.107	404.399	397.9996	379.00047	327.38929	355	430.919	469.503	414.316	413.831
Mipol1	62.66384	75.410405	81.58872	76.54183	77.57032	61.78967	81.09264	79.76862	82.47987	80.1345
Mis12	521.12314	485.36083	693.50873	759.39343	541.12322	620.9525	670.7047	610.58133	507.56609	526.35854
Mis18a	227.407	173.045	205.817	272.779	207.243	201.6	221.574	200.501	187.796	192.258
Mis18bp1	21	14.19106	105.69546	102.81358	83.1636	71.15747	118.09896	33.892529	21.5295	27
Misp	124.00005	134.00006	178.00041	132.5669	142.00043	151.909	174	111.83251	112.7468	143.00007
Misp3	396.99992	421.00023	160.00029	266.99959	146.00021	235.00013	286.00047	393.00036	365.99957	472.99954
Mitd1	212.05372	187.569	243.18512	235.615	167.2901	162.32053	196.661	223.691	197.08	203.915
Mitf	211.43624	250.3449	497.34069	644.46745	545.3291	489.21527	530.78689	229.33136	272.7549	242.30058
Mixl1	0	0	8	2	0	6	3	0	0	0
Mki67	207	298	1475	1678	1132	1303	1891	303	299	301
Mkks	233.7988	205.2161	126.1693	137.72394	120.9653	139.054	228.2502	212.543	198.8552	202.8169
Mkln1	1054.21617	1058.1119	984.525	1186.6131	883.0512	862.9162	1091.58024	1202.3303	1111.6959	1097.4452
Mknk1	1104.21901	1112.39748	933.67502	885.99741	917.27435	954.6578	1024.75298	1067.9598	999.33244	1202.50018
Mknk2	4717.99513	4408.997851	3986.00381	3401.99673	3189.995607	3904.00154	4603.002791	4883.99756	4591.998273	4924.004079
Mkrn1	2310.9556	2345.6087	2185.93843	2475.386502	2138.3039	2022.185056	2202.09034	2651.5557	2212.44626	2399.4469
Mkrn2	778.042	760.39	736.493	876.897	672.021	732.215	790.236	873.373	766.907	839.114
Mkrn2os	0	0	3.88662	1.78387	2.17847	1.5963	0.970664	0	0	0
Mkrn3	44	22	49	32	37	30	38	41	34	44
Mks1	210.917	211.288	181.52	170.967	193.168	162.942	176.218	155.586	164.215	209.426
Mkx	29.24468	28.60962	26.06515	21.6303	25.15135	16.84678	15.7909	18.0967	19.64372	31.8279
Mlana	15.9214	19.7907	31.2718	32.9035	46.1097	36.7625	31.1927	12.925	26	15.3081
Mlc1	1269	1270.0003	683.0001	580	501.9995	820.0002	1202.9966	1263.0001	1333.0041	1266
Mlec	4359.78	4270.82	6547.28	5939.67	5934.25	6818.08	7611.1	5316.82	4508.55	4754.81
Mlf1	195.8	186.99973	134.00039	151.00012	138	142	178.0432	218.0003	245.9999	241.9999
Mlf2	3817.30551	3883.8416	4179.8428	4325.2062	3439.83733	4105.3683	4506.74	4053.7981	3502.30181	4005.43259
Mlh1	211.783	244.531	253.122	250.189	265.498	202.13996	277.64	265.535	193.477	229.71
Mlh3	287.0248	317.0512	330.6859	408.6705	384.8299	355.529	406.8438	313.1656	389.4598	335.304
Mlip	28.00005	14.724354	13.99999	21	7	11.99999	13.99999838	20	25.368609	20.99999
Mlkl	158.3944	200.14972	424.09	373.8956	346.4919	321.7569	372.20991	216.5412	231.43584	235.40979
Mllt1	1345.65	1368.82	1218.9	1269	1014.09	1204.97	1363.04	1372	1350.44	1333.85
Mllt10	975.0879	1015.9963	1069.1204	1089.4496	1126.8266	961.9134	1250.2459	1197.4444	1007.0797	1129.2427
Mllt11	300.897	212.9115	351.5053	383.9536	292.73753	317.01392	298.5956	324.34134	295.4745	263.20471
Mllt3	560.5565	561.1806	422.5027	557.5944	497.3966	475.3453	560.47673	494.42528	515.3785	636.81787
Mllt6	5007.28	4866.97	3437.594	2944.747	2859.818	2683.203	3404.84	5061.21	4447.38	4972.14
Mlph	716.01154	697.66688	942.35818	819.59736	668.99569	643.88527	654.50538	692.835	767.258	725.07725
Mlst8	497.2122	491.69764	496.3597	464.4233	435.33491	420.7004	531.03797	486.6551	467.3112	512.85449
Mlx	571.01945	563.08864	656.4688	538.7874	537.33401	526.54373	587.79254	579.08913	552.81226	544.00446
Mlxip	1679.6046	1689.9785	2146.3569	2579.1088	2120.208	2057.5617	2136.1204	2051.755	1538.0217	1675.0694
Mlxipl	52.06243	78.06226	34.01908	33.59638	20.62653	32.41438	40.77481	80.774067	47.59811	82.73758
Mlycd	409.405	462.271	515.178	434.761	369.125	424.775	538.044	538.511	445.789	531.622
Mmaa	85.2649	102.196	28.416	36.6791	59.7915	64.6889	73.1014	104.371	73.9865	86.165
Mmab	386.16418	423.2004	367.5759	389.1905	285.61619	362.4014	373.1738	446.14869	385.3572	461.4174
Mmachc	217.677	227	163.141	190.492	153.704	164.951	233.117	253.582	220.113	229.774
Mmadhc	771.08307	791.1527	962.169	1030.8323	855.255	715.5822	816.697	788.19052	689.54655	724.30144
Mmd	1147.8966	1189.1683	1438.6703	1942.30764	1358.566	1239.7624	1475.3336	1253.3562	1228.4958	1303.5816
Mmd2	20.1213	35.1636	35.53	32.5044	29.1049	33.5063	26.1835	20.0483	14.4839	30.3207
Mme	2437.92297	2290.1767	1175.2486	1661.97383	1097.86685	1162.48247	1799.0348	2423.7919	2206.0839	2241.7073
Mmel1	2.023123	6.25903	5.121897	7.131632	4.39678	1.05457	12.3026	8.028721051	13.0126	12.19936
Mmgt1	643.551	699.742	745	1084.66	721.139	804	847.941	730.326	704	729.348
Mmgt2	231.00025	259.96521	186.99963	192.00002	193.99992	182.00035	239.93049	258.9998	286.99959	226.00019
Mmp10	0	0	45.0471	190.248	95.0536	40.1348	30	0	0	0
Mmp11	902.6363	965.03847	821.73117	681.11311	776.8743	1076.15951	1248.60577	876.3806	864.5	897.19158
Mmp12	62.90461	74.37854	2495.599	963.4577	3988.094	4074.2632	2481.907	85.54846	85.02499	130.34591
Mmp13	17	11	177	231	202	212	105	16	23	25
Mmp14	1789.4786	1787.8817	9799.38876	10262.92488	9215.9308	7933.2698	7612.63209	1882.2626	2169.1696	1902.3336
Mmp15	6074.7	6348.72	1634.47	1042.41	1641.98	1978.65	3839.75	6048.34	6469.44	5697.36
Mmp16	13.482	7.46751	27.0217	25.91959	12.691	20.99074	9.7776	14.7478	23.06643	8.40215
Mmp17	137.097	134.378	187.973	126.043	149.225	163.508	159.835	159.43	155.299	145.203
Mmp19	611.366	608.855	2618.255	2283.901	2159.435	1536.61	1486.665	714.389	687.774	674.276
Mmp1a	0	0	0	0	0	0	0	0	0	0
Mmp1b	0	0	0	0	0	2	0	0	0	0
Mmp2	3303.89732	3397.92152	10790.7174	13053.0127	12750.0587	11438.58373	12253.14961	3590.70828	5221.02226	3029.63
Mmp20	0	0	0	2	3	0	0	0	0	1
Mmp21	0	2	3	0	0	0	0	0	3	3
Mmp23	207.564	175.34	357.784	384.974	362.397	403.072	428.773	196.238	227.033	220.271
Mmp24	28.3931	24.53	36.1314	51.1528	41.4954	27.6738	36.1836	33.0131	41.3449	34.7402
Mmp25	57.7191	46.7754	122.632	62.9987	107.818	105.461	110.573	40.8522	61.1921	123.32
Mmp27	18	8	29	37	28	34	17.99998	14	10	13
Mmp28	832.8089	963.2756	435.50286	304.362	267.49314	372.91698	457.8361	822.1055	847.722	947.87578
Mmp3	707	585	2980.95	3032.75	1770.95	1213.87	1091	953	798	674
Mmp7	0	0	1	0	0	1	1	0	2	0
Mmp8	71	110	953	533	905	535	295	126	59	563
Mmp9	485	562.266	807.065	156	219	203	219	932.473	317	2321.01
Mmrn1	429.0001	393.7805	1406.736	1204.783	1352.076	1300.162	1162.302	506	401	459
Mmrn2	1444.04	1422.211	992.964	983.23555	1120.99	1200.56	1680.48	1613.5	1706.3187	1486.10595
Mms19	118.53	96.58539	174.73566	114.499	52.40308366	81.5848	172.202	99.6553	39.95390002	151.335
Mms22l	43.77510003	54.0001	151.1858	209.001	128.5911	162.2034	174.6528	53.3513	46.3807	48.1401
Mmut	1020.37019	1137.4806	774.7775	1021.4317	844.6951	893.6208	998.2804	1191.6994	978.028	1141.117
Mn1	193.098	178.322	188.896	190.071	148.115	201.156	244.032	224.903	159.829	167.164
Mnat1	264.98656	245.65315	333.02489	349.5923	339.71796	250.42349	327.1797	264.11514	307.94304	241.72611
Mnd1	29	22	39	55	27	20	30	32	23	25
Mndal	664.0059	752.5069	477.6652	246.8652	423.3614	335.4589	526.2864	723.1561	699.0548	709.3103
Mns1	327.2331	300.18778	252.40384	216.3091	214.27718	264.5824	353.6411	355.87721	298.3105	341.9673
Mnt	1109.08	1279.59	1266	1252.87	1018.29	1243.27	1406.27	1034.45	1096	1229.22
Mnx1	0	0	0	0	0	0	0	0	0	0
Moap1	91.9055	91.5944	102.6834	115.2499	115.1954	116.6081	122.6092	90.322	80.96871	112.4422
Mob1a	3278.06487	3443.00337	4250.004	4164.9875	3711.88887	3812.31287	4215.12073	3849.32809	3404.44	3686.63334
Mob1b	1121.5909	1169.2345	1018.6517	1350.292	946.6777	888.5399	1141.3666	1224.2068	1210.1413	1145.189
Mob2	733.17159	749.24508	607.64926	789.25395	607.9875	687.9922	739.8199	848.48673	685.33281	764.99765
Mob3a	1064.99512	1107.00077	1246.99626	1183.00002	1124.99525	1142.99959	1172.00063	1257.89756	1031.9952	1256.99506
Mob3b	497.185	583.598	325.505	318.267	337.054	326.367	484.709	488.094	563.554	488.067
Mob3c	543.84659	428.57671	416.668	494.79336	386.88772	449.7774	402.92787	534.64515	465.51242	474.1502
Mob4	1013.3533	1021.9516	1119.71808	1144.66274	887.5797	911.51832	1191.93829	1113.98112	944.3249	1005.09154
Mobp	21.1041	15.6109	34	60.6212	45.6385	32.758	46	33	44.3533	36.3107
Mocos	345.314	347.761	322.583	365	278.558	302.532	353.407	403.713	341.992	383.252
Mocs1	521.25236	804.832	854.8466	929.23787	716.29607	698.38141	703.2159	712.8256	624.561	801.42961
Mocs2	681.53748	800.050917	906.3331066	1294.10587	896.02711	808.8350442	862.67476	789.39119	662.63927	787.823832
Mocs3	163	166	188	203	169	163	206	215	152	179
Mog	10	3	4	6	1	3	14	9	5	5
Mogat1	3	3	4	1	6	4	6.000004	5	5	13.000005
Mogat2	4	8	8	3.29419	6	3	2	2	7	0
Mogs	789.313	698.229	950.014	817.875	703.616	692.385	923.361	809.579	714.662	736.896
Mok	86.32358	96.03861	131.54359	126.91371	112.6705	104.68626	103.23965	136.54815	99.85303	123.32117
Mon1a	518	435	468.9999	482	379	445.9997	502	519	500	531
Mon1b	794.001	858.7274	723	704	593.897	680.3032	859.972	867.45	736.7315	962.38
Mon2	904.3963	1000.7288	1694.009	2461.73	1930.0917	1931.7285	2090.3897	1288.66184	1144.2896	1124.6545
Morc1	0	4	48.597	18.3763	10.3866	26	18.3144	3.88671	5	2.60295
Morc2a	925.029	984.273	1324.314	1669.007	1180.467	1260.167	1426.416	1109.36	1002.158	991.431
Morc2b	0	1	0	0	1	2	0	1	0	1
Morc3	736.322533	767.192148	1127.06983	1173.2118	978.841	957.43	935.623368	798.5208	731.605242	831.607
