Gene name	CMC_heart_24h_MI_16_011_S11	CMC_heart_24h_MI_20_012_S12	CMC_heart_24h_MI_30_013_S13	CMC_heart_24h_MI_32_014_S14	CMC_heart_24h_MI_34_015_S15	CMC_heart_24h_SHAM_13_016_S16	CMC_heart_24h_SHAM_17_017_S17	CMC_heart_24h_SHAM_19_018_S18	CMC_heart_24h_SHAM_21_019_S19	CMC_heart_24h_SHAM_25_020_S20
Rpl37	1080.96	1658.04	1506.36	1378.85	2328.92	597.19	420.586	422.73	701.292	655.477
Rpl37a	2522.16	3247.37	2960.26	3149.18	4540.6	1742.39	1323.03	1285.51	1550.19	1920.39
Rpl38	1539.9983	2099.0048	2066.005	2228.9954	3201.0047	926.9998	724.00036	687.99986	1002.00003	1001.99931
Rpl39	2548.09	3654.67	2764.35	2853.99	4790.4	1739	1210.71	1170.7	1510.36	1840.39
Rpl39l	0	3.000001	1	0	3	3	3	5	0	4
Rpl3l	2053.0023	2448.0038	1669.996	2163.0032	2672.9995	2313.9991	2147.0021	1521.99501	1667.99888	2547.0042
Rpl4	6539.81	9836.1	9581.82	9823.35	14992.9	5100.15	3901.42	3489.45	4281.56	5241.72
Rpl41	3754.66134	5878.0974	5399.9668	5244.3689	8837.5201	2652.48	2173.5839	1850.6785	2325.84044	2517.953
Rpl5	292.18879	378.2392	470.36929	445.5551	542.5209	228.17	159.26411	120.615	287.646	237.61926
Rpl6	3687.05	5632.39	5738.95	5492.86	8814.65	2620.04	2173.39	1863.56	2329.87	2748.04
Rpl7	5945.97	7605.62	7638.8	7472.81	11746.5	4346.044	3440.696	3100.441	3681.16	4384.264
Rpl7a	4503.59	6028.38	6837.95	6423.93	9806.49	2993.91	2493.7	2102.37	2801.34	3124.76
Rpl7l1	646.396	1186.49	1150.97	1304.14	1798.11	505.221	409.162	306.204	363.195	576.709
Rpl8	0	0	0	0	0	0	0	0	0	0
Rpl9	4422.18029	6401.519	6404.54784	6300.45093	10193.58125	3288.51438	2419.82206	2301.60998	3076.99899	3334.05625
Rpl9-ps1	0	0	0	0	0	0	0	0	0	0
Rpl9-ps6	0	0	0	0	16.7702	0	0	0	0	11.3637
Rplp0	10174.2947	16086.722	14541.5306	14695.7871	22257.7188	6455.802742	5623.664007	4684.66	5694.9163	7571.9
Rplp1	8591.31	11590.1	10764.1	10323.1	16472.5	5261	4294.88	3821.88	5290.9	5622.79
Rplp2	3461.235	5292.356	3876.155	3978.388	6777.121	2356.543	1803.408	1838.1111	2397.376	2436.002
Rpn1	1062.54	1644.94	1442.87	1346.49	2230.79	739.437	557.322	606.354	648.352	824.177
Rpn2	441.139	521.418	390.6205	391.636	768.669	321.065	225.7051	205.70492	318.47841	322.6756
Rpp14	402.9995	598.9996	520.9999	557.0004	821.9996	336.0004	292.9997	249.0005	272.9996	385.9996
Rpp21	67.5198	88.717	91.4224	60.5892	118.7354	68.5706	60.0538	41.313	14.8309	64.356
Rpp25	37	49	36	20	55	15	21	17	31	13
Rpp25l	119	181	155	151	225	86	78	82	91	113
Rpp30	153	220	192	197	309	105	89	99	81	137
Rpp38	57	90	99	120	171	44	43	42	33	42
Rpp40	67.813438	70.20871	61.5722	69.079321	70.4327	69.1122	39.36424	32.3142	48.7898	64.3842
Rprd1a	0	0	0	0	0	0	0	0	0	0
Rprd1b	344.5054	721.0945	648.92085	707.40158	936.36815	328.0365	302.0457011	136.14264	253.01038	462.08224
Rprd2	403.1172241	718.3788	675.437918	901.230571	1012.432	402.914	366.1070002	184	244.3683	428.1770022
Rprm	0	0	0	0	3	2	1	0	1	0
Rprml	1	0	0	0	0	2	0	0	0	0
Rps10	0	0	0	0	0	0	0	0	0	0
Rps11	2069.5136	3090.46916	3049.12771	2925.964	4416.73	1615.01	1166.94717	1020.22535	1339.62825	1563.83
Rps12	28.9571	154.4882	125.2862	155.63985	134.21818	47.38752	51.2731	37.03	25.18628	34.7047
Rps12-ps3	3168.84	5383.03	4178.37	4248.21	7759.03	1899.38	1349.9	1395.14	1565.35	1920.6
Rps13	2667.97742	3594.1198	3438.12623	3558.9559	5504.6286	1957.27	1295.69	1374.65906	1512.51374	2018.28
Rps14	3894.36119	6414.84942	5542.43134	5636.9708	8463.101	2718.62187	2137.00444	1821.3723	2317.49309	2893.7709
Rps15	3395.99829	5177.0047	5022.9942	4718.9948	7373.0016	2261.00381	1918.99581	1739.00283	2237.99663	2626.0017
Rps15a	4958.99477	6606.76599	6191.54913	5908.21723	10485.14613	3140.6288	2513.237	2175.16322	2755.745	3401.58698
Rps16	107.616	415.613	196.937	204.061	377.729	80.6958	39.8335	130.748	65.0339	72.3235
Rps17	4264.55	5879.1	4995.93	4922.33	8198.65	3329.48	2555.26	2248.8	2703.56	3477.09
Rps18	4.73501	0	9.00431	33.7555	29.1526	7.84469	14.9353	4.04891	12.513	9.76705
Rps19	1790.682736	2867.28347	2675.22987	2588.792	4099.92187	1272.917	955.90266	806.35196	1131.45303	1122.37935
Rps19bp1	0	0	0	0	0	0	0	0	0	0
Rps2	8120.732	13948.4623	12516.77008	11964.16635	18421.3243	5721.194	4672.904	4280.39193	4847.8447	6391.237
Rps20	1023	1899.62	1277.53	1331.7	2215.66	765.427	577.729	546.086	697.062	847.384
Rps21	1602.09	2453.37	1809.81	1817.45	3303.94	1130.9	893.233	761.161	997	1020
Rps23	1063.4	2092.34	1483.36	1562.88	2408.39	597.715	507.755	552.951	612.548	782.172
Rps24	6811.0401	9256.065	8613.0246	8499.7303	13175.8403	5038.0011	3920.37318	3477.94154	4353.54859	5125.3269
Rps25	4082.352	5614.852	5313.189	5636.862	8424.325	2993.423	2180.6377	2225.764	2716.921	3060.731
Rps26	1810.12	2397.55	2586.42	2335.85	3864.26	1016.81	879.548	779.949	1175.09	1264.67
Rps27	2686.15854	3404.093	3184.9193	3483.35094	5247.77669	2301.52063	1804.4571	1723.71465	1993.8229	2385.3752
Rps27a	4288.76	6588.72	5799.01	6025.49	9514.52	2956.98	2244.846	2050.291	2789	2951.13
Rps27l	840.2359	1087.3327	1048.34615	1014.2386	1568.3953	595.686	476.8002	453.9523	457.499644	628.9162
Rps27rt	52.277	204.04	230.715	285.692	271.15	87.4156	31.0395	63.4802	92.3594	79.0929
Rps28	941.2042	1652.67587	1456.94901	1484.4376	2408.18334	517.6343	470.20424	482.05767	532.02125	588.96891
Rps29	4026.92	4921.94	5091.72	5156.73	7585.5	2954	2338	2227.8	2743	3260.93
Rps3	4972.385	7042.114	6470.571	6528.106	10506.786	3420.003	2821.311	2308.078	3207.102	3770.295
Rps3a1	7139.56	9352.76	10044.6	9742.56	15162.6	5334.28	3999.52	3729.94	5036.36	5388.32
Rps4x	4684.42	5741.86	5815.84	6011.42	9145.27	3612.56	2690.62	2536.66	3460.98	3501
Rps5	3317.61487	4865.4922	4938.5429	4795.1841	7118.7366	2131.0021	1727.3343	1373.333	2069.3477	2317.5972
Rps6	4341.13	6197.79	5662.92	5922.77	9518.99	2949.73	1891.29	2088.29	2950.26	2907.41
Rps6ka1	83.99997	225.69496	132.9998	121.29061	251.0135	50.0394	46.99994	36.77070454	61	52.4408
Rps6ka2	0	0	0	0	0	0	0	0	0	0
Rps6ka3	943.99954	1627.54641	1717.9997	1965.00106	2701.00072	712.00014	700.00031	462.99986	525	1026.99973
Rps6ka4	281	606	423	510	632	198	138	138	163	187
Rps6ka5	122.93	107.6338	77.87661266	116.29548	153.41	175.489	150.6969	94.9002	102.486011	169.25313
Rps6ka6	6.000003407	6.0000066	8.999996737	4.99999866	20.00001009	4.000003	2	3	9.000001288	5.999997434
Rps6kb1	397.304	580.38885	547.56618	546.30453	792.14207	379.64823	322.00412	188.568	324.12613	402.14762
Rps6kb2	68.8383	97.97862	79.02410006	87.784494	110.191	23.938	39.975	12.1915	33.4292	56.7526
Rps6kc1	108.776	234.974	144.582	135.7	215.16574	100.944	100.541	69.0773	27.5234	112.53258
Rps6kl1	26	52.9231	50.6979	53.0429	69.46416	26.1086	27	29.00879	27	33
Rps7	3209.42	5378.115	4840.232	4718.771	7592.517	2472.512	1760.701	1440.1	1754.0346	2531.5765
Rps8	4324.22	6429.03	5867.51	5910.21	9744.48	3003.96	2198.23	2182.65	2947.06	3063.76
Rps9	5084.48834	6810.9508	5964.50288	6322.27761	9374.8488	3688.304058	2806.505	2615.74497	3676.77991	4004.95873
Rpsa	1937.535	3835.922	2666.58	2376.03	4872.46	1356.643	1153.847	1051.431	1162.752	1475.068
Rptn	0	0	0	0	0	0	0	0	0	0
Rptor	129.013	398.323	349.151	203.475	565.602	253.897	173.636	80.0862	95.9749	327.783
Rpusd1	43	81	49	62	91	37	34	25	21	43
Rpusd2	42	73	69	46	104	31	37	24	12	77
Rpusd3	61.2894	84.7722	73.93111	61.72906	84.274354	46.2142	52.6014	37.00004	29.79578	48.99998
Rpusd4	142.929	283.771	214.723	196	351.09	169.648	148.846	89	134	163.813
Rrad	1677.0012	3472.0004	2717.9977	3924.0027	6568.9988	748.00048	412	1591.00179	1283.99823	3224.0002
Rraga	680	996	868	1000	1369	590	458	376	376	572
Rragb	23.00002	26.99997	28	16.99999	30	44.00001	25.99999	21.00005	25	48
Rragc	665.257	1171.49	916.231	949.234	1321.79	473.855	417.262	335.778	392.539	555.368
Rragd	1324	1146.002	989.442	1111	1618.699	1495	1380	852	872	2215.995
Rras	387.00002	604.9995	545.99977	596.99972	711.9999	275.00048	209.373	174	245.99951	233.20409
Rras2	2571.89	5968.66	6646.44	5426.56	10365.5	817.665	693.62	687.774	837.15	985.928
Rrbp1	1560.631	2573.589	2283.332	2538.618	3998.368	1091.4691	956.5227	641.5932	724.9747	1277.0055
Rreb1	376.9717022	685.8464797	580.61572	698.8171	920.62714	392.23215	354.848294	231.50222	260.999843	602.526018
Rrh	0	0	0	3	0	0	0	0	0	0
Rrm1	206.925	244.291	276.427	232.663	375.506	238.739	190.154	118.362	146.661	199.822
Rrm2	51	35.9306	49	35.00003	48.0000173	35	34.30149	29.99997	24	27.99995
Rrm2b	521	592	572.16721	595.84734	892.43766	616.95853	539.99427	296.99994	398.988	865.96869
Rrn3	0	0	0	0	0	0	0	0	0	0
Rrnad1	6.28359	28.576	4.5635	37.57479	25.90464	11.92953	9.30138	8.04778	15.8182	4.0668
Rrp1	922.91	1200.84	1069.34	1197	1628.91	705.561	556.742	502.881	556	852.131
Rrp12	483	1040	1215	1256	1960	185	186	113	147	264
Rrp15	127.483	230.396	228.008	261.13	342.061	66.0521	49	63	64	79.4939
Rrp1b	42.7005	179.803	220.326	181.569	289.924	29.5213	60.6612	0	88.9885	58.1132
Rrp36	149	195.979	200	185	310	122	95	71	83	107
Rrp7a	374.644	737.211	689.99931	588.20492	962.085	235.639	185.84133	178.853	214.08975	269.315
Rrp8	156.2407	354.066	363.32	410.89	516.201	118.5477	94.2966	93.5881	108.2316	134.2329
Rrp9	222.993	368.018	345.502	340.065	460.517	106.612	87.5814	97.5537	119.41	147.662
Rrs1	331	575	558	533	911	297	266	204	248	260
Rs1	6	8.81971	9.072024	12	10.03634	4.01691	10.94679	0	5	13.1473
Rsad1	199.176	284.42	253.886	272.274	431.731	246.42	223.905	116.337	178.695	204.676
Rsad2	206	352	461	744.347	690	284	203	126	182	276
Rsbn1	220.0002	284.9998	298.757	388.0004	462.4136	231	174.3813	106	137	219.79429
Rsbn1l	425.49648	616.837	502.3111	639.80192	810.02002	515.0237	415.0427	292.0105	343.99985	572.3234
Rsc1a1	32.885	40.0204	74.0507	93.7007	132.102	13.3106	32.3332	3.60348	0	14.6165
Rsf1	210.377	304.763	314.616	305.094	506.265	235.701	258.3	170.208	168.583	313.005
Rsg1	0	2	4	5	3.72227	1	0	0	0	0
Rsl1	59.8169	84.3234	72.3437	65.5426	107.943	56.6921	69.5638	36.543	28.6074	65.5773
Rsl1d1	1075.23	1440.42	1563.68	1644.56	2279	895.193	725	557.348	617	1001
Rsl24d1	415	614.257	611.127	619.08138	960.201	327	268.99993	208	231	356
Rslcan18	2.42658	5.29992	8.46627	4	15.4246	11.5625	9.72124	4.25487	8.54389	10.3316
Rsph1	10	5	8	10	8	5	5	3	5	7
Rsph10b	3	3.46383	2.999996	2.000002	5.000003	3	5.53421	2	5	2.71717
Rsph14	0	0	0	0	0	0	0	0	0	0
Rsph3a	306.146	460.119	375.886	345.506	529.986	271.171	226.499	232.372	200.581	357.023
Rsph3b	562.854	615.881	635.114	668.494	855.014	615.829	500.501	376.628	418.419	665.977
Rsph4a	0	0	0	0	0	0	0	0	0	1
Rsph6a	0	0	0	0	0	0	0	0	0	0
Rsph9	4	8	12	4	13	6	5	5	12	6
Rspo1	15	12.0001	0	8	4	13.1592	10	14	5.94929	3
Rspo2	0	0	0	1	0	0	0	0	0	0
Rspo3	6.999998	4	4	8	3	8	3	0	3.000001	1
Rspo4	0	0	0	0	0	0	0	0	0	0
Rspry1	198.924	318.8029	311.62758	333.3021	412.90856	198.95241	187.0002245	117.9927375	140.82844	231.0004
Rsrc1	183.99969	263.99956	250.99968	245.8371634	276.50554	227.78375	198.99981	127.99985	187.29029	196.99281
Rsrc2	519.7198	762.2983	488.4108	661.63666	968.6816	605.9034	508.1336	323.56966	371.54008	543.754
Rsrp1	42.2306	125.278	54.068	27.9414	83.9436	89.8815	103.584	47.4566	97.1012	82.2531
Rsu1	334.3981	554.6553	499.58685	494.481	773.07859	299.95706	234.8259	206.0005004	223.00037	278.9674
Rtbdn	2	6.00003	5.00105	1.21595	5.02743	1	0	2	1	4
Rtca	242.441	368.20724	318.4254909	377.04822	520.81	180.858	152.99984	99.1192	116.00012	239
Rtcb	1071	1428.84	1377.73	1443	1956.56	839	712	558.841	682	987.692
Rtel1	54.47083224	100.60561	106.848264	87.775271	130.9657	47.41082717	45.1647332	16.795632	21.739881	58.13581
Rtf1	514.633	615.94	488.669	629.329	790.938	493.147	445.836	264.597	331.996	537.122
Rtf2	442.455	606.896	616	523.601	794.802	282.898	273	218	247.636	343.125
Rtkn	49.98977	89.76077	70.02733	52.87152	109.58952	35.37763	47.669359	24.35971	29.74563	51.78867
Rtkn2	3	1	1	0.999999945	6.000370396	3.000624713	2.124121008	2.000000607	3.000920313	1
Rtl1	1.70048	3.5	1.5	1.63794	4.14014	2.02602	0.603303	0	0	2
Rtl10	3	12	7.15242	5	9	4	3	0	5	0
Rtl3	10	7	21	19	23	9	9	2	4	12
Rtl4	0	0	3	2	4	2	0	0	2	0
Rtl5	17.7099	28.99361	24.62653	29.1399	39.88375	11.805	11.5	8	16.30879	12.8783
Rtl6	59	128	94	63	128	68	66	36	42	91
Rtl8a	400.076	544.113	535.336	526.791	715.943	390.34	327.295	275.104	267.974	436.068
Rtl8b	446.924	567.887	645.664	568.209	920.057	495.66	320.549	322.896	361.026	502.932
Rtl8c	45	48	40	51	49	49	26.1566	25	35	31
Rtl9	2	3	1	1	3	4	1	0	0	0
Rtn1	17.2681	16.383	15.93282	4.71698	12.99999	26.81234108	15	9.57288	15.50468	19
Rtn2	453	481	374.79067	498.88177	542.94691	517	445	333	472	440
Rtn3	1244.0026	1639.0038	1514.9954	1445.998317	2294.9992	1092.003708	922.00012	693.9999404	937.0002002	1251.9965
Rtn4	5294.8871	11904.64189	12511.7024	11261.2663	18756.1132	1768.6078	1293.04846	1100.89052	1624.33393	1898.1512
Rtn4ip1	668.0001511	745.0002	686	579	999.000436	686.99994	659.999792	457.9996	475	917.0004
Rtn4r	9	20	14.5	10.5	21	9	8	5.5	5.5	22.5
Rtn4rl1	64	142	109	78	143	72	45	48	60	75
Rtn4rl2	25.7447	50	54	76	88.8067	19	11	9	11	14.8878
Rtp1	0	1	2	0	4	0	0	0	0	0
Rtp2	0	0	0	0	0	0	0	0	0	0
Rtp3	20.99999	58.46383	40.00002	46.97368	64.99997	25.00001	46	16.5872	20.99998	58.91948
Rtp4	106	159.0001	170.99999	227.0005	243.99968	97.99997	92	83.0001	71	87.99996
Rtraf	1656.68	1788.65	1647.18	1733.63	2472.89	1494.1	1123.44	902.743	1172.61	1682.96
Rttn	72	88	78	75	88	76	62	29	44	68
Rubcn	279.1341	609.1089	578.7642	447.343	767.0874	223.1676	248.0806	184.3001	160.6559004	297.1018
Rubcnl	22	26	29	18.103	25	11	11	14	16	11
Rufy1	481	669	526.737	523	860	506.915	410.201	299.324	323	473.554
Rufy2	85.729	132.746	107.137	133.149	170.938084	81.3896	85.61623	52.8032	51.8286	83.261
Rufy3	266.18129	398.30132	357.54753	352.5432	624.290041	226.24308	194.179325	172.3427867	180.30747	270.37138
Rufy4	30	34.99995	24.00001	32.99999	56	11	16	6	14	10
Rundc1	138.317	289.802	244.676	246.395	356.029	159.549	128.426	90	106	158.59
Rundc3a	6.34638	11.0285	0	0	11.1832	0	0	0	0	15
Rundc3b	2	11	13	19	16.99995	4	2.0000043	0	1	4
Runx1	64	134.9699	107.9425	128.7418	189.92096	25.00001	32.00001	16.994084	20	27.000011
Runx1t1	59	34.0001	34.48944	48	61	63.89709	76	37	47	47.872089
Runx2	22.330518	74.05927	46.8696	74.6992	58.3334	9.03946	9.51475	13.0054	18.0029	9.07598
Runx3	24.009	39.6016	34.0121	43.014	77.1968	5.01572	10.0037	1.00049	9.00533	7.00048
Rusc1	193.66261	279.29737	197.78059	202.1434	332.85706	151.86388	122.00385	72.99998	119.58965	145.54874
Rusc2	603.21248	1129.71368	1057.49839	1282.10708	1455.66535	340.3980053	363.76022	218.3550239	244.9490135	441.7246
Ruvbl1	250	437	379.547	369.00016	606	171	143	96	114	197
Ruvbl2	202.06012	432.94334	407.2749	374.4779542	561.1973896	160.1750695	122.89355	103.26692	120.8534	171.383
Rwdd1	1057.7	1236.68	1118.26	1203.1	1601.17	930.8	719	603.879	668	922
Rwdd2a	10.999998	5	3.9999963	3	18.00004	10.00000009	9	5	9	7.999996
Rwdd2b	82	105	92	94	168	68	42	46	50	66.4173
Rwdd3	15.80098014	17.05774	20.00001	17.42349	17.01665	20.93445	10.92331001	7.999995	18.99999	15.5087
Rwdd4a	393.181	526.246	594.7487	479.99696	738.4777	373.834	298.375	266.489	305.504	508.686
Rxfp1	6	0	0	1.60958	2	5	4	4	3	1
Rxfp2	0	0	0	0	0	0	0	0	0	0
Rxfp3	3	2	4	0	2	4	0	0	0	0
Rxfp4	0	0	0	0	1	0	0	0	0	0
Rxra	605	873	746	890	1015	594	579	357	440	769
Rxrb	373.9350057	573.33591	448.99961	450.8599004	675.34626	301.8691	255.4461876	235.6069	237.00003	379.1655
Rxrg	445.04972	520.99969	518.99973	521.01126	684.00004	580.0003	457.4567	372.0005	332.0002	736.0002
Rxylt1	62.5944	80.5101	78.1561	85.4639	129.19	59.7362	46.917	32.6171	28.3904	65.4385
Rybp	211	395.788	320	410	591	187	145	112	177	223
Ryk	586.562	817.48	823.769	787.411	1232.785	526.749	408.542	286.9729	408.9999	625.844
Ryr1	3.99999824	8.0000002	1.999998	0	9.9999983	0	1.23388398	0.99999961	1.99999746	3.9999999
Ryr2	13362.34794	20374.7576	19460.56641	20727.96717	30861.46401	15037.222	17634.09648	7387.8351	7854.9504	25206.0225
Ryr3	17.1986	20.1471	25.2956	24.28510684	73.52475815	10.47784041	38.164	5.11913	10.83106834	12.5444
S100a1	6881.9999	7015.001	6453.0037	7353.9952	9043.9988	5671.0013	5288.0008	3970.0017	4362.9995	6991.9965
S100a10	946	1433.32139	1256.78	1202.72	1810	550	482	288	461	399
S100a11	845.334	1419.84	1327.2	1056.07	1908.03	330	251	253	352.983	304
S100a13	435	555	448	495	619	250	259	187	266	371
S100a14	2	1	0	0	0	0	1	0	0	0
S100a16	553.99949	835.99977	812.9994	903.9999	1189.83156	360.99995	303.99984	283.0003	313.99966	391.00094
S100a2	0	1	1	0	0	0	0	0	0	0
S100a3	2	0	2	0	1	0	0	0	0	0
S100a4	604	764	536	433	792.99969	237	152	183	267	150.99953
S100a5	0	0	0	0	2	0	0	0	0	0
S100a6	1007.422	1644.6434	1039.13	960.719	1771.986	489.656	332.9998	458.9999	542.1445	377.9164
S100a7a	5.1878	10.8003	12.7127	7.45488	8.41375	1.0765	0	0	0	0
S100a8	712.166	2578.82	1026.67	1020.66	3325.08	135	77	40.3609	93.4475	60
S100a9	791	2927.004	1480.996	1346.995	4233	159.9997	85.00002	63.00003	107	81.00004
S100b	8	17	14	16	18	20	15	7	5	2
S100g	0	0	0	0	0	0	0	0	0	0
S100pbp	182.67216	254.35544	207.658332	296.87299	369.97099	164.6958555	135.0124	82.14373	132.6226601	166.74913
S100z	0	0	0	0	0	0	0	0	0	0
S1pr1	1395	2210	2776	3100	3610.35	1065	991	321	504	1129
S1pr2	83.0002	147.131	101.212	103.128	181.984	39.0723	40.6237	50.0657	59.6352	53.2285
S1pr3	247	551	407	610	719	167	113	176	165	299
S1pr4	8.00031	13.145	17	15.0011	17	7.28651	3.00037	9.61867	6	7.00074
S1pr5	10	8	4.54297	2	7	6	12	7	4	12
Saa1	8.49867	13.4584	4	149.597	17	1	3	0	2	13
Saa2	8.50133	17.5416	2	156.7402	9.999996196	2	3	3	1	9.99999904
Saa3	262.41503	204.3693	93.35713	143.07101	429.65241	115.42206	55.11349	69.10639	76.10718	46.1222
Saa4	0	0	1	10.1847	3.00563	0	0	0	0	0
Saal1	24.1472	27.9963	27.5166	16.6262	55.745	9.06289	22.0597	15.7657	14.7604	29.579
Sac3d1	80	204	173	141	282	34	36	34	63	69
Sacm1l	811.927	1140.42	1059.2	1068.96	1581.96	767.974	603.615	446.32	427.769	944.166
Sacs	885.00177	2215.98092	2432.30339	2658.67972	3576.03658	634.00109	682.0243042	312	358.403	925.65301
Sae1	398.5037	517.62768	439.6963	393.489	700.01338	317.00777	253.064	244.0001	279.03571	323.04621
Safb	468.469	850.95	636.46244	760.25044	1029.5675	394.9944	299.8714	268.489	434.1268	478.69
Safb2	239.8904601	484.5061	348.39563	408.8546	539.2066	200.68161	163.7525806	119.55709	133.42045	177.8859213
Sag	1.34893	3.3011	2.23977	2.66903	1	2	3.41933	0	1.38327	6.36299
Sall1	12	11	15	17	24	7	9	10	8	13
Sall2	32	36	32	29	61	32	23	23	30	28
Sall3	1	0	4	1	1	0	0	1	0	0
Sall4	25.07277	35	27.015718	34.99999	48.6046	18.80381	15.535	16	18.0000452	26.00003
Samd1	133	301.0001	236.00008	246.9819	400.9995	98.00003	69	100	110.99977	128.00038
Samd10	0	11.8693	4.82E-08	0	56.233	13	0	16	0	1.17E-08
Samd11	1.05489	3.24716	1.07213	0	3.08066	0	0	0	0	1.07231
Samd12	58.1348	30.9373	47.6251	38.0388	56.4018	73.6536	72.0727	38.799	27.0034	73.1261
Samd13	21.99998	24.64407	15.83686	18.99998	36.38249	15	18.99998	21.00003	21.99999	33.61271
Samd14	36.016	57.0271	64.0268	61.7507	51.0152	43.0116	21.2967	12.0069	37.0259	46.0037
Samd15	3	1.16659	1	0	1.33403	0	2.24011	0	0	1
Samd3	0	0	0	2	0	0	0	0	0	0
Samd4	761.02201	1295.38917	1511.812	1626.16148	1960.12533	812.8332	611.8938	467.83727	471.65648	984.737
Samd4b	236.999731	497.9537	418.0002	522.0006	680.0005	171.000155	187.99981	85.99998632	129.0002176	214.0001407
Samd5	60.5072	117.982	110.247	102.031	128.175	72	47.6761	62	48.0368	87.0823
Samd7	0	0	0	0	0	0	0	0	0	0
Samd8	380.636	604.1076	527.5159	621.7589	871.25	350.6821	313.5945	253.42017	267.954	417.11149
Samd9l	329	500	491	615	768	324	272	153	190	348
Samhd1	377.409	535.6779	449.066	395.3326	643.0801	265.4263005	287.1759	196.92147	207.98818	343.6412
Samm50	0	0	0	0	0	0	0	0	0	0
Samsn1	70	116	116	102.896	219.404	18	15	11	17	10
Samt1	0	0	0	0	0	0	0	0	0	0
Samt2	0	0	0	0	0	0	0	0	0	0
Samt3	0	0	0	0	0	0	0	0	0	0
Samt4	0	0	0	0	0	0	0	0	0	0
Sap130	168	347	320.9998	350	447	150.9995	142	74	118.9996	183
Sap18	297.2022	347.38779	314.9699	272.93914	347.275175	211.158606	221.4220034	161.672	249.15167	312.7807
Sap18b	556.846	767.331	785.169	855.524	1112.49	567.394	432.627	355.328	461.848	505.24
Sap25	12.963	4.537052	0	16.5435	0	0	1.58862	5.66691	23.00003	4.11047
Sap30	138	171	183	182	300	83	98	64	70	61
Sap30bp	182.68	352.447	323.35	368.866	508.579	140.651	114.432	107.578	108.433	192.328
Sap30l	224	306	229	272	376	185	147	130	158	211
Sapcd1	0	4.9413	1.88326	1.38821	7.2719	8.25914	3.56928	0	1.80751	2.77168
Sapcd2	0	1.79707	0	0	1	1.00214	0	0	0	0
Sar1a	2478.8467	3393.00968	3129.28408	3445.30958	4282.6382	2341.13833	1936.12509	1329.02593	1656.38445	2587.52524
Sar1b	1515.47	1949	1627	1809	2525	1372	1379	840	924	1734
Saraf	2939	5134.67	4421.23	4765.83	6720.57	2571.69	2008.62	1824.79	2364.85	3007.81
Sardh	56.2663	124.98927	87.6172	78.2883	147.3461347	47.7236	50.9518	23.09902	30.9162	50.0833
Sarm1	0	0	1.97907	0	0	0	0	0	0	2.31208
Sarnp	706.475	858.092	749.2848	753.3125	1164.861	609.9941	500.3349	410.7464	469.7218	715.8808
Sars	823.4822	1120.1099	1206.393	1232.8495	1814.131	580.6457	510.2734	343.9999	426.85854	573.1945
Sars2	98	106	101	95.4132	137.754	64.3212	47	40	51.3363	83
Sart1	439.125	664	512	617.047	923	375.108	248	211	271	378
Sart3	143.34	255.205	185.592	251.623	388.705	109.81	78.8836	64.9488	112.192	177.876
Sash1	447.00047	664.00021	727	899.99965	986.99968	428.00032	528.00041	228.99993	238.00019	617.9997
Sash3	45	104	67	64	104	20	15	20	18	21
Sass6	5.78446	20.13088	13.8861	13.0235	20.93169	0	3.29404	0	1.3454	14.9515
Sat1	499.422	752.5212	542.9884	929.8122	1029.41032	294.884	255.88312	150.848	185.02375	275.092
Sat2	38.6412	50.1868	30.8845	52.536	42.4586	45.2199	48.67402	17.9401	35.6655	43.7376
Satb1	290.5458472	475.2451679	421.5039575	439.6035298	705.4432688	265.0002538	253.9998002	189.9734337	210.0000551	291.9997214
Satb2	5.00218	9.00741	9.000951	6.00121	8.01444	2	4	5.00699	6.01654	7
Satl1	0	0	0	0	0	0	0	0	0	0
Sav1	462.781	612.534	632.942	737.974	1016.17	326.848	305.578	225.977	223.757	379.828
Saxo1	0	0	0	0	0	0	0	0	0	0
Saxo2	8.000000191	6	4	5	3	6.11004	10	4	10	5.96511
Saysd1	58.0636	93.7039	71.749	78.0128	118.017	64.9876	38.8035	33.7628	38	67.1426
Sbds	792.49719	1104.9944	1023.23504	1209.5875	1524.6273	594.9997	583.5489	380.99979	469.55257	648.8475
Sbf1	512.3666	959.5863	908.5614	896.8445	1311.6396	389.9063	362.8807	204.3944	249.0649	490.2082
Sbf2	646.3966	975.496	909.00749	1185.0192	1368.79197	693.86309	790.40771	290.9995	316.533	757.91869
Sbk1	766	977	706	767	765.00038	1138.99959	757.00016	570	602	1037.00378
Sbk2	62.83592	43.61383	37.0294	48.86666	65.378	57.35801	59.63626	28.157514	92.84806	47.46402
Sbk3	97.00001	109.00002	119.9996	155.9996	193.9998	94	78.00001	52	266	92.00004
Sbno1	774.99967	1375.304529	1303.297588	1420.96654	1908.11591	688.657	723.7103647	390.34195	407.0001291	1070.99986
Sbno2	461.89376	1371.8581	990.162	1201.8029	1745.6253	187.3902	144.6678	124.1524	174.1455	202.0673
Sbp	0	0	0	0	0	0	0	0	0	0
Sbpl	0	0	0	0	0	0	0	0	0	0
Sbsn	13.23018	19.566542	7	23.06824	21.51172	19.49786	30	28.773552	39.33321	10.000008
Sbspon	0	1	2	1	2	2	3	0	2	1
Sc5d	308.612	381.085	376.286	355.116	538.683	312.9995	267.0002	172.9999	206.9996	325
